"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
ThuaThienHue,2018/06/04,891936,05368,19636,67338,29615,57239,06632,04776,88053,48565,42901,09601,9936,8815,5555,9995,637,79
ThuaThienHue,2018/05/28,729136,42242,71252,32872,71653,35826,12877,75078,65799,82351,22509,32891,1494,9695,2209,1124,290,72
ThuaThienHue,2018/05/21,941862,59607,93336,44166,71061,97802,65815,97190,51011,41340,21976,82154,6997,2750,9424,4916,913,33
ThuaThienHue,2018/05/14,028901,64424,10423,97016,66412,10618,81151,77310,55126,24834,45559,36947,5652,0630,2424,5600,741,53
ThuaThienHue,2018/05/07,771005,77258,37212,04115,40418,26721,26725,64372,40228,32554,15275,36736,6713,4784,7019,8236,967,49
ThuaThienHue,2018/04/30,035503,28616,62254,54523,99238,98830,81194,25656,50761,77861,98957,28029,3391,3516,7519,9516,302,73
ThuaThienHue,2018/04/23,788174,49006,80660,49886,31253,61361,13098,16325,31468,93024,59953,80867,3887,5668,0545,8101,053,28
ThuaThienHue,2018/04/16,330998,48786,68037,48266,76028,62268,24914,19311,09737,76271,12165,99047,3974,6653,6865,7540,797,91
ThuaThienHue,2018/04/09,615602,52209,44979,21850,74608,29156,91438,37248,71501,28036,06657,63235,2907,8484,1366,4520,037,63
ThuaThienHue,2018/04/02,676810,82670,22833,95321,12744,33529,74436,86188,91800,27835,69893,44051,9093,4212,8258,7226,798,83
ThuaThienHue,2018/03/26,826089,07256,66959,24559,08261,63303,48306,92951,07379,56577,68405,71166,7023,5327,6528,5737,784,40
ThuaThienHue,2018/03/19,586993,44225,67489,79135,98663,95961,58561,27545,22001,37839,59942,62769,1951,2258,3590,9430,162,16
ThuaThienHue,2018/03/12,414686,48120,11385,13248,29128,05704,57573,63214,79811,28407,48170,95384,5402,1963,0431,3573,442,33
ThuaThienHue,2018/03/05,956319,84583,15193,63381,59232,14442,98611,08291,01044,62424,58868,79245,6900,6278,0542,3674,983,01
ThuaThienHue,2018/02/26,233776,04973,00528,64583,69142,50823,66645,22686,76570,37565,74138,98718,1230,2117,2547,1256,393,90
ThuaThienHue,2018/02/19,450730,86429,16652,01677,33199,27401,42356,56189,72196,21936,57690,93496,8554,2160,4552,8972,782,15
ThuaThienHue,2018/02/12,548775,07844,01678,93758,79275,53731,15790,04949,73431,32078,23245,46865,4648,8117,2308,3593,101,32
ThuaThienHue,2018/02/05,040132,45582,68467,41375,10995,03635,30533,24125,01515,27873,51677,95758,6467,0804,7295,4439,887,66
ThuaThienHue,2018/01/29,593556,98808,84842,49744,12808,56582,81365,52222,14003,83273,06255,44776,7040,6829,6447,4468,238,65
ThuaThienHue,2018/01/22,914038,83345,82445,37418,68037,10783,69392,14645,32294,34741,40888,24322,3502,6344,0154,7978,966,13
ThuaThienHue,2018/01/15,646015,69194,47071,05347,91995,40126,02395,52284,42928,97863,56130,47692,0019,6665,8238,4760,233,96
ThuaThienHue,2018/01/08,031309,61495,96221,41284,93607,68570,74082,97599,99935,44321,13231,19212,5772,2756,7893,5194,515,79
ThuaThienHue,2018/01/01,394881,77239,12588,21992,72977,44466,18660,66790,69906,08460,98760,79984,2618,4899,8637,7426,650,56
ThuaThienHue,2017/12/25,450610,39616,07937,88507,19655,81823,54789,62839,16481,85818,42777,91295,3161,6853,3461,9974,047,47
ThuaThienHue,2017/12/18,145607,62253,79201,04822,76730,22397,56495,58666,55611,08521,02048,34913,2805,4057,2130,6862,544,68
ThuaThienHue,2017/12/11,932072,74142,20170,14538,16439,52629,26135,33745,51306,04233,30789,67321,4770,1522,8100,2225,200,22
ThuaThienHue,2017/12/04,281649,45325,58716,72622,53495,49138,93056,77243,11756,01764,93229,39205,5598,4117,7088,7444,015,34
ThuaThienHue,2017/11/27,303037,01816,54286,18468,77741,23433,90261,84057,01646,07602,64929,83278,4679,7921,7164,2679,951,66
ThuaThienHue,2017/11/20,884641,33706,03672,28916,80644,32113,90767,04966,78179,78740,72720,99577,2206,5554,7558,6823,767,52
ThuaThienHue,2017/11/13,242294,25946,50258,52475,44236,40833,98080,30403,90240,54650,68518,17429,1982,1575,6026,3109,896,95
ThuaThienHue,2017/11/06,879010,27320,43571,59763,45318,10405,13103,47975,12583,21692,84532,34019,2181,7619,9638,3512,200,53
ThuaThienHue,2017/10/30,278331,15758,20601,83984,92884,72214,21013,75575,45527,62749,79252,38062,8592,2917,0867,5732,246,93
ThuaThienHue,2017/10/23,953874,61602,25769,38250,75717,95919,94666,62782,16695,12625,95636,57888,9269,2607,4421,5089,700,10
ThuaThienHue,2017/10/16,365682,33701,72188,59193,45501,51706,32598,46532,30883,32846,43593,27937,4191,8344,7212,8356,628,11
ThuaThienHue,2017/10/09,675180,77528,46361,63181,99420,42691,22064,84042,77591,22909,38256,27542,4658,2173,5189,9480,743,71
ThuaThienHue,2017/10/02,280358,69078,39848,53699,55412,30144,41182,37170,78665,52213,71923,83645,3558,9882,1407,1184,840,45
ThuaThienHue,2017/09/25,700482,15081,06803,06250,25776,07752,09826,56268,95349,57074,31812,67888,0919,0755,6713,5057,624,53
ThuaThienHue,2017/09/18,728912,32251,56477,12453,77524,35839,62152,54165,63671,50682,36262,21419,7066,6545,7823,3062,204,67
ThuaThienHue,2017/09/11,239110,69687,50337,18534,21237,26123,36984,61777,58813,77888,37138,43325,0926,7425,1229,1090,042,33
ThuaThienHue,2017/09/04,112929,30238,02923,27060,92809,72981,90888,85248,84987,96721,56387,36512,2195,5649,1786,1411,693,68
ThuaThienHue,2017/08/28,060635,56970,66378,10035,00897,87900,70150,37958,94096,65067,35813,43580,1097,8437,9235,1193,162,68
ThuaThienHue,2017/08/21,343208,74746,37268,96673,25342,64489,44367,82372,83070,16521,52630,09740,0996,9941,5506,8536,604,51
ThuaThienHue,2017/08/14,077873,00256,23037,47049,09410,72354,05657,22205,37824,62048,07010,87507,5080,6026,9909,5834,621,46
ThuaThienHue,2017/08/07,296550,55678,91307,61719,05448,89520,44169,41206,63447,00535,81459,05849,2175,7116,5269,8168,813,14
ThuaThienHue,2017/07/31,297745,97327,32398,32054,02809,94604,25592,36663,78539,88315,94045,07279,4614,4728,6582,8249,641,65
ThuaThienHue,2017/07/24,431621,61484,26406,67039,65537,64921,80453,15721,34592,50831,49392,17240,4363,3703,3174,1754,641,66
ThuaThienHue,2017/07/17,567044,88486,45333,29950,13070,33489,90889,40323,55361,90267,11219,93114,8816,0928,5540,8852,297,44
ThuaThienHue,2017/07/10,457832,01642,63371,03128,50492,75335,42813,84470,18082,40837,36543,86849,7589,2437,8090,2346,334,41
ThuaThienHue,2017/07/03,761975,91976,22043,55826,06637,78991,36633,84714,88239,72011,72102,34378,4160,1783,2817,2190,055,57
ThuaThienHue,2017/06/26,782546,29936,52972,99325,30004,57575,82525,75620,65517,43904,83288,06209,9929,4632,9172,9110,522,45
ThuaThienHue,2017/06/19,804751,46916,47877,42288,67547,97877,82647,38753,13923,47041,15666,09258,3240,3759,3442,3245,263,96
ThuaThienHue,2017/06/12,313528,75716,91709,88444,67575,69056,52183,97019,41035,38990,85173,30806,8554,1428,9852,0880,311,45
ThuaThienHue,2017/06/05,696153,19343,03278,70162,14908,47723,03024,75567,65300,72013,51653,39214,7954,7277,5853,8328,254,43
ThuaThienHue,2017/05/29,576832,95387,63087,19923,00610,22743,90688,55065,97390,93981,49600,13476,9435,9545,1345,6773,178,22
ThuaThienHue,2017/05/22,845413,55004,70292,99215,43033,64379,75582,24981,14983,61648,34811,64373,5929,0600,0651,2618,813,27
ThuaThienHue,2017/05/15,877559,98556,48736,00394,10487,03352,94023,23767,97768,96600,34074,41256,3904,2758,7348,2466,294,54
ThuaThienHue,2017/05/08,036965,89732,62752,04354,62350,67446,56190,17546,01291,46991,08507,95766,1033,7241,4901,6161,059,53
ThuaThienHue,2017/05/01,334758,24341,28297,69149,24174,26338,60889,45505,53384,86112,13781,68829,6754,0394,2868,9534,573,33
ThuaThienHue,2017/04/24,659545,82785,85255,23549,42253,30017,49527,76654,30060,22061,35160,28862,5236,9962,9334,1332,248,49
ThuaThienHue,2017/04/17,559636,64848,89188,79756,32391,62428,83860,57664,18376,40527,56789,76606,1562,6897,6095,4246,370,49
ThuaThienHue,2017/04/10,600160,97984,62649,48273,30658,90052,77262,00858,65795,35479,40634,20568,8724,3981,7250,4259,009,38
ThuaThienHue,2017/04/03,560973,14001,79550,13068,10222,85489,84371,48914,35082,36520,69386,59606,8761,0895,5608,8909,127,91
ThuaThienHue,2017/03/27,86815,77522,99866,07614,09470,54411,45319,04147,64448,44141,89750,66500,9286,2382,5318,5536,812,65
ThuaThienHue,2017/03/20,41616,84396,77064,57379,70333,13846,37366,77097,97722,73394,65495,36692,8285,0590,8348,2447,346,69
ThuaThienHue,2017/03/13,18378,46146,55884,47827,08871,66632,25473,17083,82657,32847,73733,86980,8996,6315,2191,9787,152,74
ThuaThienHue,2017/02/27,90466,46603,70214,32626,94104,94926,67852,53795,73991,07320,01839,47035,3392,5282,0056,2098,669,94
ThuaThienHue,2017/02/20,40358,57859,39239,61224,86890,38200,72435,28667,33729,77938,57628,80169,7420,6170,6579,4520,653,44
ThuaThienHue,2017/02/13,48397,92808,79160,53494,75531,17977,19430,39779,07994,73445,34709,69907,8682,9175,6804,7451,489,10
ThuaThienHue,2017/02/06,81227,91646,90679,09265,23515,98622,63052,18917,34537,85605,30183,09834,6854,8239,9130,2023,249,18
ThuaThienHue,2017/01/30,35063,05910,60464,12129,80977,72352,71777,21179,26003,01179,07646,84149,3773,3979,6685,9997,221,25
ThuaThienHue,2017/01/23,98418,44590,22860,88332,59027,73744,44914,65375,73330,76917,74222,72772,5515,7677,6476,9605,955,81
ThuaThienHue,2017/01/16,44919,96619,02731,75374,31840,77842,29659,07488,03453,78452,04497,76687,5027,5227,0368,0035,419,24
ThuaThienHue,2017/01/09,80959,21606,04119,46036,18888,22879,03322,87656,90730,30368,08326,74112,0550,3164,0685,2139,758,02
ThuaThienHue,2017/01/02,73298,05135,65584,18143,10656,95065,59152,73499,12152,24903,12034,50466,8352,3919,1002,2537,017,73
ThuaThienHue,2016/12/26,55951,18475,22602,98276,16371,53014,84886,84011,30794,60563,27617,32510,5619,9688,5203,0032,622,78
ThuaThienHue,2016/12/19,80537,54888,67278,45739,54613,60390,91603,91439,56847,05989,65188,70998,5820,0751,1760,5466,060,22
ThuaThienHue,2016/12/12,36040,65562,68053,46326,11816,02043,14709,25246,55810,47133,24990,27187,5898,4649,2158,4478,896,00
ThuaThienHue,2016/12/05,05156,84310,58814,41523,65404,06617,30480,40114,76982,05789,94181,62695,6561,0977,6946,4077,788,13
ThuaThienHue,2016/11/28,95922,59671,34478,87509,30134,41004,87102,29009,27250,32770,40994,45727,5430,1701,8799,8258,426,73
ThuaThienHue,2016/11/21,16330,59734,19470,75158,04688,10774,38446,12360,26353,80898,20770,80522,0713,1898,4465,3896,730,17
ThuaThienHue,2016/11/14,47107,65044,61218,84452,22710,57331,99580,30800,47510,10911,32534,85561,5507,1203,9722,7212,639,45
ThuaThienHue,2016/11/07,30770,96214,94757,13017,94896,07671,46047,77548,59413,29513,40166,27243,1983,3511,8972,4701,582,46
ThuaThienHue,2016/10/31,64842,60128,85933,84322,45579,04011,18389,06595,56326,42807,01313,02665,1683,0276,6185,5702,199,14
ThuaThienHue,2016/10/24,27107,12967,34133,74245,80539,41578,53348,54586,61863,18978,91820,37170,8972,7995,2471,7286,674,81
ThuaThienHue,2016/10/17,51265,58179,60914,50594,41647,52132,33127,46826,01379,39951,75338,56859,9603,7251,2144,1687,162,70
ThuaThienHue,2016/10/10,25668,61320,32413,05176,95653,56903,49122,55136,95445,34471,40509,88760,1261,4000,7517,9932,008,21
ThuaThienHue,2016/10/03,84280,42133,68072,14514,00436,42383,85636,75524,73811,64039,91721,61041,6486,9317,4610,9835,691,15
ThuaThienHue,2016/09/26,04811,50126,09123,42199,08907,87597,52151,18459,00847,59920,96665,46373,2869,6789,4052,6950,047,21
ThuaThienHue,2016/09/19,28501,12931,37801,27142,14322,95393,00475,30307,88141,85327,08303,79501,1988,7299,8750,7751,380,98
ThuaThienHue,2016/09/12,22119,84950,06851,31630,96602,65871,45645,40953,45384,25422,38938,38524,8767,1744,3485,5628,620,59
ThuaThienHue,2016/09/05,76645,03112,91102,27651,61933,68246,97537,34652,34413,15374,43635,65016,6624,7122,1606,1633,564,28
ThuaThienHue,2016/08/29,67752,46939,23128,65026,28469,61002,87556,06302,86026,58362,72188,55141,2760,1034,4121,4670,902,53
ThuaThienHue,2016/08/22,25138,01883,57451,08963,87345,97950,71802,62485,21256,94008,76444,43444,4831,5760,1947,8266,696,53
ThuaThienHue,2016/08/15,08332,29309,52540,96903,76060,28169,74545,32124,83646,45292,77567,39832,4770,7590,8997,3781,707,28
ThuaThienHue,2016/08/08,62349,97116,37968,14474,89565,71545,68547,26718,55211,42067,46687,79340,2845,8840,1584,7709,157,11
ThuaThienHue,2016/08/01,20445,34232,13262,68920,58319,44044,69515,71441,32756,36784,17469,79956,2132,4769,3692,9125,094,14
ThuaThienHue,2016/07/25,98194,33813,29430,58505,76413,61102,83211,19755,47827,77763,54127,72244,4336,4744,9971,7951,781,24
ThuaThienHue,2016/07/18,58612,29764,86828,96812,15752,36391,28724,24421,18311,16513,12726,35355,6181,7215,2992,5485,845,17
ThuaThienHue,2016/07/11,29036,38791,70239,81351,73733,91549,03940,02053,43297,12215,31669,12547,6271,0652,8431,2529,680,56
ThuaThienHue,2016/07/04,86867,67543,57947,26771,26989,07628,35052,24891,26981,89082,29430,63361,3345,2088,4994,1661,241,34
ThuaThienHue,2016/06/27,39125,72325,06875,41970,04723,57584,11490,36122,76350,18263,88260,01696,8689,2321,8795,7429,646,11
ThuaThienHue,2016/06/20,30529,81334,10828,16966,99286,91927,49702,56134,24551,36172,88017,64998,4630,2770,0962,6243,661,81
ThuaThienHue,2016/06/13,92559,91042,54589,11417,24427,16345,58178,24224,27162,90715,78352,61701,9004,8897,8269,7905,123,20
ThuaThienHue,2016/06/06,35988,43443,35218,44225,60049,15758,64707,73022,93414,21638,93339,74706,1318,2367,8971,4179,047,90
ThuaThienHue,2016/05/30,45459,31189,65858,57977,02432,20899,09003,82186,66500,96431,30749,19101,2759,6590,8194,9476,233,29
ThuaThienHue,2016/05/23,26474,50252,73800,47195,59808,56299,12013,49109,19689,07240,74631,61029,9164,6335,4141,2925,740,14
ThuaThienHue,2016/05/16,43695,04965,18168,97680,55253,53252,79196,27039,85557,15240,09655,18233,8627,6693,9320,0490,913,97
ThuaThienHue,2016/05/09,76346,83249,87142,30009,68848,38230,40521,74393,78516,19031,87103,74393,3455,7225,9954,4953,498,94
ThuaThienHue,2016/05/02,84496,94028,10963,27165,60331,65189,43251,34645,79111,82677,10910,58382,9494,6701,2549,1840,949,71
ThuaThienHue,2016/04/25,89682,21431,24824,01032,83855,10153,62255,69812,25821,74946,83190,26714,3762,7211,6198,6891,251,26
ThuaThienHue,2016/04/18,38554,57856,09187,43183,87795,87021,67161,63086,86453,55478,89399,70538,2170,2649,1502,7314,545,00
ThuaThienHue,2016/04/11,15857,76191,44530,69825,64637,25785,75962,25973,69534,03152,58861,86676,9866,8404,5251,8343,352,01
ThuaThienHue,2016/04/04,68318,20693,24755,12968,25935,54958,81683,79287,61077,47195,66689,17639,1312,3987,1037,8204,627,78
ThuaThienHue,2016/03/28,095284,53503,67297,41364,24712,44438,83334,93012,39019,92402,46732,77303,5652,3523,0881,7916,664,09
ThuaThienHue,2016/03/21,123114,99827,24637,49565,11651,36437,75660,28435,63919,75678,89783,47595,1994,3492,0832,4050,299,91
ThuaThienHue,2016/03/14,960865,57099,45760,45035,25144,54398,44592,63896,42554,87181,91179,30834,8315,7325,6177,4109,172,83
ThuaThienHue,2016/03/07,924962,34138,60203,07256,15668,17829,73263,96281,68425,35633,77863,69535,5245,1631,8184,4238,264,49
ThuaThienHue,2016/02/29,545365,61965,79102,98988,89239,79631,67052,09995,31697,06376,74356,50808,8124,8673,0990,6778,140,83
ThuaThienHue,2016/02/22,059975,53718,02514,81595,20396,96815,90433,49122,05168,09791,31840,38494,7602,5299,7967,3460,128,38
ThuaThienHue,2016/02/15,695692,61255,77941,49006,56424,01206,04716,27109,18526,64728,98341,71130,8900,6137,4577,9817,206,21
ThuaThienHue,2016/02/08,410613,92165,15930,21961,84578,63233,81401,05296,10604,52412,52946,36808,8252,4618,9097,0808,998,63
ThuaThienHue,2016/02/01,450064,33950,71572,72880,43668,04952,83361,38171,63139,81746,23947,20867,3809,6528,4253,2212,151,42
ThuaThienHue,2016/01/25,285335,12622,87837,05248,86986,32318,67703,64761,69366,84651,36294,94536,3694,0270,4072,3020,888,60
ThuaThienHue,2016/01/18,001788,42411,84569,36285,23860,97589,12335,47034,40376,50881,46397,07165,4221,6437,5354,2331,022,03
ThuaThienHue,2016/01/11,232087,31710,66522,05340,19303,61913,32924,06786,21586,01984,90354,69723,7092,9062,0227,0331,896,05
ThuaThienHue,2016/01/04,833602,37947,84514,30464,41764,36026,07158,18897,61157,46835,22918,95836,4528,9051,7090,6451,037,69
ThuaThienHue,2015/12/28,576572,93210,96317,36978,62560,61454,72115,35512,83325,23558,43085,13735,7167,8707,7975,7219,812,69
ThuaThienHue,2015/12/21,047180,13441,28706,50796,37422,39390,94338,68566,60548,96705,62951,32461,9213,7267,0590,5131,475,38
ThuaThienHue,2015/12/14,459615,69403,32901,06200,66783,07715,28996,32125,78272,86883,31365,61755,5232,6368,9040,1316,602,24
ThuaThienHue,2015/12/07,583978,00798,70814,74314,77796,90748,14275,89434,17804,65633,58031,52231,5487,3715,1413,6690,936,05
ThuaThienHue,2015/11/30,568380,16882,20133,16763,34672,24826,32500,32959,24528,61730,80678,88557,8284,4081,8736,0783,691,86
ThuaThienHue,2015/11/23,875137,27065,16803,88686,29599,05478,21847,62584,01933,54900,27901,64544,6304,5991,7435,6740,630,74
ThuaThienHue,2015/11/16,829027,55782,19483,02692,46261,42389,21822,69465,39804,76436,24711,86952,5434,3339,8123,5572,021,00
ThuaThienHue,2015/11/09,133548,52225,53962,06202,72702,44541,40913,36635,52455,71284,50528,39190,6534,8378,8332,1613,810,79
ThuaThienHue,2015/11/02,11433,84458,30832,58092,83504,46525,49045,65777,65475,87986,60746,20465,6139,3126,1381,3637,204,78
ThuaThienHue,2015/10/26,34157,62099,80453,43003,62802,92467,35951,74367,72155,47106,98110,45761,0329,9247,5998,2926,844,16
ThuaThienHue,2015/10/19,77588,68447,75674,82497,49655,64839,19284,18867,60842,56069,24356,14689,4129,3947,7838,0159,582,72
ThuaThienHue,2015/10/12,30484,49781,62028,89139,23603,46781,03859,53082,00132,76179,60407,54246,6625,4200,7687,1609,736,17
ThuaThienHue,2015/10/05,41389,72668,72477,87145,29799,16899,76467,13475,70788,62379,63010,99060,5109,5648,9480,6350,627,64
ThuaThienHue,2015/09/28,72191,00345,84611,00149,30966,29595,41701,76603,28002,18240,99013,49314,2636,4791,0329,4653,672,17
ThuaThienHue,2015/09/21,25973,33998,27895,27397,55050,84188,13911,73947,24645,71050,30590,44239,9314,9677,5432,0631,428,70
ThuaThienHue,2015/09/14,51803,14918,68525,80779,43519,58469,30128,73371,57069,20892,69526,87899,8743,7701,9937,4615,708,27
ThuaThienHue,2015/09/07,16802,33968,57291,13506,54736,59193,85506,29029,82566,52347,75790,52128,5152,9340,3088,1602,585,12
ThuaThienHue,2015/08/31,61271,97467,12093,45208,81938,39919,61447,14907,37544,19395,05384,85425,9199,0329,6774,2305,713,22
ThuaThienHue,2015/08/24,56865,49612,92121,50667,28732,76845,72966,04082,69754,03367,98249,49600,8231,9804,1477,3980,951,55
ThuaThienHue,2015/08/17,27682,86462,52776,62964,51839,01197,28929,65568,45143,98866,38845,21179,9464,6442,1342,2970,370,27
ThuaThienHue,2015/08/10,16063,52550,78856,31667,62694,93644,30302,92772,69228,75524,52014,10482,9805,6548,9618,9110,421,08
ThuaThienHue,2015/08/03,77487,56547,32895,80577,40228,29210,14585,78394,95915,56997,31997,27155,1902,6123,5756,4905,970,39
