"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
DaNang,2018/10/17,640128,20558,44173,94417,93698,03336,61624,42421,38747,90361,29769,59903,3798,0448,6419,9292,348,06
DaNang,2018/10/13,505995,46829,86539,38440,19971,60207,70423,75171,50174,85990,15257,17045,4519,1407,2647,1767,023,12
DaNang,2018/10/10,535671,41117,90783,36267,10718,98690,76755,89815,39337,94279,80510,04050,9254,7212,0448,1691,701,35
DaNang,2018/10/06,467582,21031,78009,45752,33514,81500,31619,92478,37988,55625,12341,30031,8912,9873,1151,0928,058,85
DaNang,2018/10/03,538244,18496,27735,99860,82638,37327,61594,70283,80449,86225,13537,48094,8482,2841,8664,5452,494,50
DaNang,2018/09/29,311009,32061,52033,66299,08972,79557,28913,62574,05434,55948,94606,83243,8972,2346,7230,8994,598,20
DaNang,2018/09/26,947932,78472,46767,71776,06553,82737,95911,48176,18933,46339,44862,09770,7422,2740,5311,2207,926,34
DaNang,2018/09/22,322268,98938,45261,14368,86634,99331,63632,90771,59740,64637,81162,09644,4962,9397,4920,9410,047,14
DaNang,2018/09/19,009233,49580,00700,42017,94975,84537,45658,09582,15982,00856,46171,75958,9559,2754,7105,8697,977,06
DaNang,2018/09/15,140409,19308,67453,88122,45780,33945,88968,17976,32049,84300,14703,55691,0712,5878,8146,7419,646,70
DaNang,2018/09/08,285077,69611,67579,44675,76287,27327,28475,68502,67230,40275,14463,11914,4601,3194,7470,7038,592,65
DaNang,2018/09/05,114314,05951,40342,15493,52771,43643,51325,91686,92878,52498,94242,70027,0988,1430,4618,7658,320,34
DaNang,2018/09/01,037301,85085,16977,60980,12475,06083,47282,68639,39781,22604,64341,41674,0807,4869,2680,3690,543,62
DaNang,2018/08/29,190873,02016,11023,99837,61544,65816,92085,55384,16831,34544,68898,90978,7583,2387,5330,0448,061,17
DaNang,2018/08/25,094563,99043,81696,91353,55711,62287,66171,12616,62064,59853,99392,52857,3802,5804,9723,4514,393,38
DaNang,2018/08/22,914971,30961,36730,82617,37839,15565,69492,31237,79453,62639,56592,59729,5466,6277,7004,1041,243,05
DaNang,2018/08/11,469103,20314,01017,99761,52261,63181,80454,46375,47042,13298,61335,11172,1929,3655,6420,2278,782,03
DaNang,2018/08/08,368528,54689,97049,78717,82496,75185,49501,51528,76320,19029,07623,16457,1198,9831,4351,4716,477,58
DaNang,2018/08/04,979812,07217,64795,39132,45763,33112,52363,86118,33967,72767,79861,69068,6127,2084,8193,8686,606,48
DaNang,2018/08/01,741741,74920,35014,90286,05739,55429,69100,87021,55973,09893,14561,30803,7619,0014,8331,3371,653,24
DaNang,2018/07/28,783461,38086,37869,69581,19211,63555,55725,15892,02512,77370,67406,21648,7533,7814,1174,7978,838,12
DaNang,2018/07/25,620098,85082,48891,02364,48761,62892,18560,16424,66799,84607,99448,67592,4948,5732,4730,1697,791,76
DaNang,2018/07/21,803894,26870,15674,00670,77782,22036,77314,60887,01231,60673,02311,80378,9999,4949,2697,5274,901,02
DaNang,2018/07/18,278959,15291,65299,85987,27663,43862,78464,18724,89223,65234,85141,03948,5231,9296,8814,6617,358,10
DaNang,2018/07/14,379874,55844,96156,91383,81516,75354,32979,07537,01812,12453,80191,68871,7301,9579,7313,4839,671,72
DaNang,2018/07/11,237503,86353,81270,77458,63000,82746,88382,06849,09919,50315,20198,02421,8809,0497,4880,1759,466,86
DaNang,2018/07/07,286247,93730,95731,65765,65999,59891,34472,20074,51010,41392,65637,00907,7396,1081,9396,9838,543,20
DaNang,2018/07/04,897608,13460,59648,35399,03191,40118,31864,03264,88536,26829,18836,04839,1446,3504,9590,9032,273,29
DaNang,2018/06/30,585535,13351,98514,94112,42543,38945,88503,70172,79027,34986,52205,28497,0473,0007,1617,0758,507,79
DaNang,2018/06/20,799935,55844,74263,74086,53888,37454,03739,21739,25620,81552,60679,07429,3775,6406,3258,4738,897,22
DaNang,2018/06/16,209047,24637,25030,74705,27092,36698,95496,65253,96751,29693,87548,46169,5325,3460,5052,5038,929,24
DaNang,2018/06/13,611651,59238,59499,16523,55327,92400,24319,11307,21716,28203,59865,75662,4978,4537,9538,6322,634,90
DaNang,2018/06/09,244558,70548,40402,89829,75302,49957,43466,41621,57887,25890,71756,20704,1333,1500,7558,4248,789,68
DaNang,2018/06/06,084010,03286,39135,49370,02024,59097,70886,27487,45305,98704,00574,28481,7327,5346,8625,5631,816,13
DaNang,2018/06/02,985953,64156,74314,90286,93488,63561,97099,35509,09475,55774,60164,96631,4538,9463,2461,8030,016,76
DaNang,2018/05/30,182278,23491,96579,22117,87543,62777,96699,04241,01728,90443,23262,25180,8089,0747,0761,8864,767,27
DaNang,2018/05/26,995941,34345,46526,66022,01624,62199,51547,25969,64945,38573,52527,70809,1863,3683,1980,3415,855,95
DaNang,2018/05/23,210404,66644,55223,81458,08187,07747,84020,08342,03268,36143,66440,13387,4563,5351,8616,3934,000,69
DaNang,2018/05/19,990955,91119,20179,75439,59769,55424,11331,31904,37319,70849,25287,02870,8432,9412,5789,8100,169,87
DaNang,2018/05/12,488873,19784,16995,10756,62957,91858,79212,61613,02691,48602,02090,05312,5279,2796,7590,4176,426,72
DaNang,2018/05/09,097325,53875,72007,73718,34768,58575,95796,51146,45714,26181,26727,69717,8677,7819,8159,1961,467,54
DaNang,2018/05/05,002284,72763,98190,88790,12310,70477,61286,89932,55535,10724,55507,92372,6166,9919,4972,3003,345,91
DaNang,2018/04/28,853147,38103,17992,84262,25273,87896,61453,53185,67534,28593,14720,04883,7110,6189,6420,7150,280,65
DaNang,2018/04/25,321621,36112,38487,95080,75348,79421,27495,86308,94219,80690,82926,60071,3591,1917,7054,2925,790,72
DaNang,2018/04/21,733067,06396,30807,39294,02726,80191,02616,77025,87175,51103,72171,69056,0560,7893,7240,6935,422,65
DaNang,2018/04/18,789219,52031,57299,80944,40767,85796,19360,75309,34045,95287,69244,85613,8725,1134,2354,9253,616,56
DaNang,2018/04/14,874072,67795,41556,96370,18086,17883,39361,38173,48756,12616,57332,50320,8677,9361,0631,4442,049,96
DaNang,2018/04/11,444882,81485,42213,05359,49178,35934,50062,39054,14351,13884,47654,51258,3242,9511,8994,3112,255,44
DaNang,2018/04/07,319099,70802,45236,91941,18033,04715,28927,65739,61484,52732,49875,06524,4817,7359,8397,5527,188,41
DaNang,2018/04/04,750555,98745,89522,28209,02433,02609,79360,89680,72918,10442,41039,67761,2815,0017,9581,7113,273,87
DaNang,2018/03/31,104709,94462,14234,59493,71777,12924,00590,66292,58860,96762,39955,13919,3750,5744,3197,7184,694,19
DaNang,2018/03/28,329471,47977,76484,78978,56667,84912,17361,43891,13154,14820,25960,18745,0365,0661,3553,9249,801,10
DaNang,2018/03/24,495042,79384,98134,87902,63110,80803,83715,99462,17716,84264,77541,42093,2357,7155,0304,7711,550,00
DaNang,2018/03/21,789899,22428,20995,29044,08972,15753,56530,97985,97855,01952,22710,32007,1106,1730,4576,9780,528,50
DaNang,2018/03/17,420215,90313,08424,28782,83376,40563,24389,09856,05581,18170,19279,06504,1708,0165,7865,5254,066,19
DaNang,2018/03/14,488674,21799,35333,98773,90804,15514,39382,02049,17220,04558,25582,44983,9996,3662,5537,2292,478,31
DaNang,2018/03/07,610804,82343,66232,92446,39531,17561,72003,82621,55165,77948,16947,90883,6771,9081,3360,5739,567,04
DaNang,2018/03/03,128902,56571,46984,24780,74891,09787,93551,86752,26458,66466,30521,35474,5158,2907,1932,5598,317,37
DaNang,2018/02/28,443127,84780,69083,35940,20916,76842,13601,30838,39433,77478,54504,04199,5022,7752,5846,9295,317,28
DaNang,2018/02/24,121750,86318,24426,04253,94356,16412,02345,66980,36094,78485,21492,28128,4159,7521,3053,7002,002,44
DaNang,2018/02/21,668378,88901,17995,02725,47515,63177,49078,82985,07228,88908,34353,05417,9449,4600,5242,9564,539,89
DaNang,2018/02/17,426603,06968,58229,54719,94260,70894,87374,13131,61623,44335,89181,36873,4549,0150,2641,3890,044,09
DaNang,2018/02/14,285929,40010,54263,27010,83393,49193,84992,65539,25923,16520,37220,37828,0214,8646,2579,7028,125,96
DaNang,2018/02/10,246367,54142,94474,76090,32319,52387,18576,09978,26648,07422,49314,91234,5197,1821,2909,5068,709,33
DaNang,2018/02/07,714038,21660,44136,04048,18206,75131,52066,74567,56139,77866,18752,70536,6239,1673,8516,7496,564,30
DaNang,2018/02/03,173622,48501,73211,33674,24034,00184,34981,03399,93926,35557,11011,56309,7780,5542,5811,6520,125,16
DaNang,2018/01/31,807812,15570,88759,24814,12877,18980,35406,44044,98812,93935,13482,80554,8032,5060,6618,1851,235,85
DaNang,2018/01/27,196296,23207,22816,17620,17676,99717,48107,61826,15662,53023,81423,80226,5390,6690,3668,4596,001,73
DaNang,2018/01/24,368886,28761,48866,06650,16283,46525,56552,76946,39058,40421,10822,18356,5186,1795,4387,4364,470,05
DaNang,2018/01/20,814662,32917,58041,40409,25803,11436,47525,78629,80556,12039,80564,30241,6289,5595,2446,1898,422,90
DaNang,2018/01/17,307364,98685,22523,08281,90428,56838,55079,15310,49683,42337,75967,40555,0594,6762,6437,0989,842,30
DaNang,2018/01/13,171070,86705,23951,19697,78268,65034,70056,15590,44185,98083,92137,78925,1397,2004,7012,1703,634,60
DaNang,2018/01/10,037380,58123,92966,40797,65705,02054,88162,67280,46169,56181,76082,57393,3259,3428,1847,2367,053,16
DaNang,2018/01/06,024881,44203,87599,93501,88746,59275,90422,51574,17534,97601,18681,01506,0781,0524,4356,8337,577,95
DaNang,2018/01/03,291850,92301,97236,93369,86327,86837,44864,26092,46484,85650,63254,44078,8305,2944,0886,5127,509,33
DaNang,2017/12/30,779843,24595,48652,14460,51415,74785,26238,53674,43197,07489,69391,56117,3316,5323,4906,2519,453,60
DaNang,2017/12/27,937555,81278,74805,26194,50098,84281,31609,89979,47223,34521,85060,11002,0595,3471,2864,4056,008,04
DaNang,2017/12/23,269960,54714,78748,99291,43762,38132,95233,89677,51820,15033,71872,98889,2889,2152,8702,1951,684,29
DaNang,2017/12/20,583027,83710,05995,71626,05299,16277,00090,27618,74352,63698,44890,63073,3882,6800,5039,8860,238,13
DaNang,2017/12/16,731556,02299,84132,06515,62267,85064,56296,29362,12861,92395,83074,79976,6382,0681,3148,5051,188,61
DaNang,2017/12/13,649099,72095,13050,33161,55494,26479,91769,01907,24411,26075,70829,89329,7959,0361,3284,9231,637,13
DaNang,2017/12/09,773857,14888,83486,99494,98413,98845,55055,64087,97824,14542,43914,69555,0412,8446,0673,9532,985,84
DaNang,2017/12/06,596046,18062,08371,61506,54065,59000,49272,75554,43490,53705,71456,66407,0144,0026,1352,1369,958,36
DaNang,2017/12/02,068451,77156,24329,79901,90367,67420,75707,70371,24966,57214,77567,17874,2472,4402,4798,6318,492,66
DaNang,2017/11/29,244394,26590,45586,49939,02892,72773,14465,93679,73773,31707,52027,58580,6138,0986,4227,2350,477,18
DaNang,2017/11/25,338927,68453,49662,16875,14805,18808,37374,41808,02888,08050,20394,19032,9748,2882,4694,9446,198,51
DaNang,2017/11/22,331290,54857,06323,74275,74324,16416,67796,18742,30987,21627,20301,40898,5620,2175,0490,1568,987,80
DaNang,2017/11/18,281361,89241,30340,35978,76703,36687,75691,60107,51572,01342,43885,40411,9599,5301,8242,7046,168,34
DaNang,2017/11/15,304656,43712,16749,10327,38764,96923,96331,50758,94607,80417,44466,52817,3255,9102,4920,6632,413,34
DaNang,2017/11/11,579585,40733,14498,65476,96019,60702,73110,77176,49507,49730,64147,13943,2381,5720,7112,3689,409,07
DaNang,2017/11/08,011771,28086,20055,25743,80471,86719,31568,11805,78496,47469,20325,37721,7167,4974,0072,1575,677,38
DaNang,2017/11/04,915983,52089,45106,38386,31132,46400,74073,51701,74799,95001,77613,66799,8375,9141,7564,5387,005,84
DaNang,2017/11/01,603228,43922,25234,36254,07596,27562,19805,00358,40734,72626,30641,68031,6156,4606,5607,6827,107,25
DaNang,2017/10/28,469465,71156,66900,24759,70808,91192,77758,50004,89084,88312,42846,01678,5823,1561,1534,5879,931,03
DaNang,2017/10/25,608560,42310,79471,75703,38232,19952,32352,66882,68322,98460,56986,38158,0491,2822,5673,6403,986,02
DaNang,2017/10/21,849822,94216,96315,68978,66105,26508,11671,61737,87940,99126,34279,08916,6917,3303,1051,1646,168,26
DaNang,2017/10/18,322588,11660,36196,32074,41495,09874,41466,80580,44999,99683,36086,67010,4108,5383,1905,9002,896,61
DaNang,2017/10/14,762965,27754,63715,16964,98476,86902,26690,22309,35086,91816,94597,54590,0853,3674,7448,8695,128,54
DaNang,2017/10/11,253950,21699,77940,31333,82078,56181,53175,02249,20909,83479,06682,67009,5526,0067,9422,8537,420,32
DaNang,2017/10/07,756227,11165,33978,74129,14208,68754,43122,50777,71957,50370,56537,03758,6233,0805,5397,1390,470,91
DaNang,2017/09/30,900935,68278,09602,57079,52419,33665,10329,66877,50367,05573,34020,82799,9305,9421,6969,8608,454,35
DaNang,2017/09/27,982134,95375,62586,20362,06960,56032,01837,48176,07663,84152,03050,39077,6846,7091,5150,0478,478,80
DaNang,2017/09/23,669102,31064,01302,01758,72166,32416,92455,62667,25420,34795,77502,03631,2461,3747,6787,6295,465,98
DaNang,2017/09/20,408318,52904,96447,35846,55564,26086,93244,09813,07112,31165,77351,68435,3484,5168,0837,4239,935,40
DaNang,2017/09/16,269609,18639,28775,37930,71376,55661,49926,02496,21625,57068,00773,25799,7207,9653,9654,0568,716,44
DaNang,2017/09/13,217102,96671,66251,81950,29911,27786,67761,47991,61643,97405,01035,36621,5571,8787,4048,4302,158,01
DaNang,2017/09/09,351022,02232,89892,15418,01863,96032,30867,38884,77540,50311,01430,84366,1026,8011,5041,4371,707,96
DaNang,2017/08/26,725743,53554,96803,26880,53982,08106,99951,72396,95686,36480,81450,58356,8641,8165,1848,0310,443,66
DaNang,2017/08/23,179595,49979,36299,99922,92245,39339,41957,19472,22140,99445,09839,56061,1887,7263,7084,7297,021,22
DaNang,2017/08/19,812965,00920,73342,25725,21328,36430,14262,10668,42296,68065,87154,70390,6697,4769,1807,8445,068,89
DaNang,2017/08/16,351771,51068,62683,52581,30467,33354,81081,24515,71324,43592,70070,16348,0947,0846,0975,1029,167,47
DaNang,2017/08/12,902383,15313,50240,20776,27143,47806,70776,99275,39148,05066,64978,02068,8804,0686,0486,5170,463,47
DaNang,2017/08/09,199910,65968,92842,63464,95922,72464,30381,60615,46512,45398,92556,87137,7914,2989,9773,1430,449,13
DaNang,2017/08/02,816909,86508,52230,93175,93139,90995,82726,86917,39774,07104,01757,31948,5872,1922,1465,7917,610,07
DaNang,2017/07/29,268753,67358,99764,67630,88962,74799,66280,40405,00960,23467,88193,30787,2560,3298,6176,4428,452,25
DaNang,2017/07/26,658884,35908,19404,61609,74563,92328,67664,31377,14800,32199,54740,55033,5572,4219,2417,8459,958,13
DaNang,2017/07/22,928722,59710,94207,01837,10837,29985,91974,61742,24043,68746,90635,57678,7855,6500,0941,6025,195,84
DaNang,2017/07/19,491067,74881,82029,62606,41459,81109,12825,03925,78439,59080,97903,81144,5256,4667,4231,1182,981,44
DaNang,2017/07/15,147868,48007,64999,99084,45383,15209,43886,43721,44470,34735,74756,01222,5450,3719,5207,4432,247,17
DaNang,2017/07/12,543106,63036,49898,23967,34260,26578,41795,23756,98785,63316,60705,97192,2386,3189,6288,2142,254,06
DaNang,2017/07/08,88751,10558,45912,95941,51011,36442,71659,63941,51673,10598,16669,55637,9356,4273,1175,4668,985,61
DaNang,2017/07/05,510766,98127,29337,24607,37381,31232,34991,67102,18463,04525,55679,37739,7752,8466,7050,2159,580,42
DaNang,2017/07/01,022543,73055,82736,06729,24030,20345,40583,74862,67474,07666,09048,39603,8080,0912,3556,4774,616,81
DaNang,2017/06/28,003809,08514,58256,45172,99689,77900,20731,23625,63513,48220,99814,26160,3195,3752,6242,1100,239,89
DaNang,2017/06/24,452332,11806,79229,75247,82394,03307,81475,65908,52764,76709,83204,15808,6053,1429,4403,2345,977,32
DaNang,2017/06/21,260828,53763,23016,12258,01486,46187,10807,34356,18008,63683,78972,41324,2495,7228,3640,7406,719,36
DaNang,2017/06/17,762037,16195,95103,04705,58736,32518,75068,23108,51530,30400,00310,97668,7325,1028,7678,0498,752,03
DaNang,2017/06/14,029707,37463,58315,19682,58134,15797,01934,30640,04665,14100,75617,12112,7613,1404,3795,5988,144,62
DaNang,2017/06/10,546068,41134,30873,65740,82603,73958,14558,23385,44383,15522,74541,75954,7134,1596,0213,1766,748,43
DaNang,2017/06/07,598642,10531,48063,47289,45610,30053,89135,43227,59833,45918,21520,16520,3563,7663,4242,3949,371,31
DaNang,2017/06/03,843564,33677,29807,65998,98499,54992,66041,76637,64875,20693,04174,77036,1867,3871,5522,8623,728,68
DaNang,2017/05/31,238552,02230,69359,93328,40218,18992,75657,01906,58780,88293,91927,48166,9958,2205,0969,8824,407,96
DaNang,2017/05/27,581004,01015,08996,60378,31054,88575,41846,12981,85019,80426,28517,40443,5791,7696,7605,0747,185,03
DaNang,2017/05/24,237967,13710,33276,71997,64845,71864,96150,95793,43379,56083,28964,72538,0672,4817,5172,3569,875,98
DaNang,2017/05/20,760553,72143,18167,55276,23976,15902,91227,23450,62984,34141,87863,62536,9975,2243,2249,2766,522,13
DaNang,2017/05/17,371165,31338,64673,47241,46099,89227,18236,02276,68885,16618,45748,77746,1099,2809,0922,2190,435,24
DaNang,2017/05/10,739572,48925,20068,52120,65893,58683,04311,91525,63090,82124,24892,66279,8392,2687,9616,5101,309,72
DaNang,2017/05/06,759813,75262,49887,71334,47329,04118,95818,66068,22931,75637,70929,39779,1094,7982,8078,6775,455,27
DaNang,2017/05/03,835741,85839,05433,68016,66986,96313,85520,24553,50415,34704,15411,99713,9490,5060,4232,9752,333,28
DaNang,2017/04/29,649112,80944,45164,73156,88071,44238,97352,20983,77242,96437,61874,79839,5862,9923,4842,8772,112,78
DaNang,2017/04/26,478551,02326,04473,13922,16774,98380,64291,15060,97468,24532,65423,71967,9025,8872,1995,6509,866,17
DaNang,2017/04/22,037494,29762,85843,51018,50661,99777,48683,40915,14389,11768,20994,50583,5260,2651,7462,9607,391,82
DaNang,2017/04/15,904273,86114,64033,24420,56115,41991,81609,96340,81428,07207,24851,38718,1874,1479,9995,0030,529,11
DaNang,2017/04/12,445337,95061,11960,21727,94061,20770,67729,25332,97486,50407,62899,95420,2761,0547,1434,5181,323,90
DaNang,2017/04/08,953607,33603,67950,24237,94845,94467,04312,67487,73080,68155,07677,48889,8939,1253,6174,7942,921,70
