MienBac,21-07-2019,50545,35760,38375,05828,17955,53971,72064,08569,81222,26517,1342,9782,5724,9773,9522,4773,4696,7032,3710,8444,983,803,845,92,54,47,99
MienBac,20-07-2019,17705,00144,09232,26251,53599,26866,23572,68353,09577,52954,4677,1983,6011,0901,6488,3338,1809,5634,5690,1035,699,685,645,87,30,16,56
MienBac,19-07-2019,15102,84936,63579,17598,07421,62597,13439,98428,44390,54471,3310,5387,6682,8876,7551,3606,0225,1113,7107,7167,992,412,445,63,84,94,22
MienBac,18-07-2019,85507,47061,45630,18275,59029,93544,52148,67976,22338,44580,8227,1232,5070,3169,9048,6197,0654,7003,9418,0310,313,560,309,38,09,11,43
MienBac,17-07-2019,75609,41130,84063,04929,70751,43886,30932,93383,01100,62002,8172,9656,9138,7788,2320,0208,0492,9504,9985,0400,114,440,299,78,40,08,73
MienBac,16-07-2019,68355,53321,47449,97545,81898,74780,32429,97099,75658,71993,0398,9922,4190,4398,7737,0533,1756,2496,8300,2435,226,653,341,81,15,46,43
MienBac,15-07-2019,77107,94404,50088,50440,78387,83252,30459,44722,86383,27087,7230,4175,6723,8206,1551,6637,9931,9951,4708,6074,620,414,723,53,85,17,11
MienBac,14-07-2019,29202,81626,87665,10101,01770,81655,89053,75546,85276,85825,9220,5604,9123,0537,9382,0525,2210,8912,2474,6468,114,934,500,26,05,08,73
MienBac,13-07-2019,63297,65729,44893,86306,39671,30121,95042,40845,07863,76344,1730,5383,1273,0142,3930,2430,9837,2119,6994,7402,923,489,194,55,46,79,11
MienBac,12-07-2019,16289,51376,67661,44043,61978,87451,83773,21171,48198,09837,1211,9430,4182,7364,7497,0233,1859,9736,2928,3840,517,648,910,58,23,86,57
MienBac,11-07-2019,67166,62015,19632,96225,42791,84870,27572,06346,25777,39988,1065,8325,4740,5483,6058,7722,8000,6600,5057,7119,271,857,902,24,08,38,84
MienBac,10-07-2019,56266,40927,10988,68258,01367,56330,09769,22259,99819,03458,4533,7778,3730,6331,6538,1865,3401,3055,0792,2704,892,540,529,59,57,19,82
MienBac,09-07-2019,68490,71330,63573,76967,39455,59430,51209,83932,63784,61407,9779,0068,8738,2333,4765,4139,3089,4654,0418,0379,182,226,256,40,07,62,52
MienBac,08-07-2019,01783,53350,44101,57652,29852,93909,08821,94694,38897,24119,6617,8366,4722,9436,1871,6151,4284,5975,9502,2052,613,740,725,04,61,93,65
MienBac,07-07-2019,95705,34865,21976,96895,24155,57126,08515,67229,79646,23483,4936,8775,7723,3182,4948,4487,6624,5882,8314,4323,236,372,650,65,41,70,39
MienBac,06-07-2019,82297,13311,16443,09405,92084,69660,92161,39657,01268,38300,9558,0725,6745,1259,1030,6207,6390,6200,1202,0819,451,900,549,68,89,80,65
MienBac,05-07-2019,81937,00433,81286,55350,19483,98948,66315,87012,46315,58704,0909,6903,5444,0134,4221,8132,7896,0419,3319,4167,525,820,921,95,19,33,39
MienBac,04-07-2019,19120,63741,38353,93296,29158,64899,76760,15050,12602,24702,0525,1282,2047,3072,1351,9763,0857,6857,7965,6430,968,096,507,95,31,88,13
MienBac,03-07-2019,07188,79085,21703,66598,85756,37276,00066,10446,66310,89907,2496,6798,6950,4415,9787,2019,5766,2997,7065,6028,290,348,631,64,58,57,26
MienBac,02-07-2019,85978,66484,73772,58816,67055,52550,46331,01315,68324,72988,6856,0319,5675,3374,2238,2877,2033,1030,7479,7204,401,767,900,24,07,58,95
MienBac,01-07-2019,31284,15393,04274,21312,17715,16852,97575,98176,35770,98405,8064,9941,6085,4292,5564,5078,3024,8840,9686,9003,771,809,234,72,93,77,39
MienBac,30-06-2019,73622,92650,27142,26723,67021,17143,15334,97804,61489,80839,6146,2348,5577,2831,3067,4230,9699,3414,3374,4650,586,995,997,77,01,94,42
MienBac,29-06-2019,97734,58493,49762,51935,03064,54365,97448,00329,75100,67838,6008,9597,1968,7837,2086,0811,5992,9301,3982,6541,299,836,526,10,86,85,92
MienBac,28-06-2019,98073,45763,15351,32341,27799,85413,26094,94620,93354,20309,3402,4770,6880,7930,8681,7759,7037,3897,5259,2412,483,393,793,10,38,54,55
MienBac,27-06-2019,51776,72323,34926,74307,98856,49064,54649,90065,27047,58920,3166,9702,5755,7064,6286,3734,7471,7131,4168,1054,317,955,227,88,20,75,04
MienBac,26-06-2019,90895,20729,36942,27217,59499,35900,74861,04254,91787,53066,0841,5539,1428,5912,4937,2048,5625,7076,6119,7190,968,223,890,14,28,65,50
MienBac,25-06-2019,53768,37656,89892,99859,16273,03052,55789,26128,63211,38163,5531,0922,5225,4330,9865,8867,0718,5086,2804,9634,920,512,135,19,90,44,52
MienBac,24-06-2019,82084,93974,85506,07011,11558,56701,54362,00172,97513,55222,7672,9836,6648,6405,7039,0150,5506,0544,5231,8024,685,596,016,90,44,16,64
MienBac,23-06-2019,84095,36484,47726,39519,42208,41739,23557,80379,17507,37216,3591,8107,1757,4133,8596,1219,7053,4452,1405,5333,121,892,015,60,12,17,00
MienBac,22-06-2019,13304,33760,06198,79995,14296,90658,05995,93833,10127,83562,7466,7263,6154,7084,2302,3296,9586,9809,9729,2798,162,854,616,34,35,87,45
MienBac,21-06-2019,69886,10248,33354,45804,57190,30609,17491,64528,39346,99100,1428,5182,0193,8434,6158,5233,6291,8518,3726,6340,047,658,807,11,40,37,57
MienBac,20-06-2019,25132,62479,76620,28020,77936,73016,41714,84749,40382,53952,0553,9029,7828,8713,6440,7413,1958,6687,6379,3140,697,548,461,09,53,87,97
MienBac,19-06-2019,29853,88266,35116,82733,19208,81297,27993,87142,90686,18990,4661,0076,9153,5327,7791,7167,1968,1478,5800,0175,787,279,455,45,21,58,89
MienBac,17-06-2019,74374,29054,70519,67354,61528,50548,88635,29078,32013,15011,1263,5208,1909,6923,5020,1965,3394,9295,4617,1851,097,881,633,58,00,99,41
MienBac,16-06-2019,02777,03098,57973,47366,23151,81241,87328,39439,72030,95744,0521,2128,4512,6921,9664,2244,1980,8361,5151,3863,898,410,543,39,37,62,83
MienBac,15-06-2019,16509,12231,32933,15508,89913,34295,73842,14449,12740,03632,9751,9457,5930,8627,0804,5105,1729,2739,3813,8266,115,433,641,43,51,54,78
MienBac,14-06-2019,39101,12949,00483,25293,91252,28436,22493,69686,88572,26361,6840,2548,4814,2494,8458,0809,8344,3982,3415,6171,723,479,959,13,11,81,00
MienBac,13-06-2019,69759,56608,41985,96681,57864,98050,38517,00934,99499,10734,8182,3166,0799,8724,7890,2353,5078,7163,6480,9905,846,629,583,22,16,93,18
MienBac,12-06-2019,34298,66905,74396,28987,76495,21191,26675,47023,85720,08707,1638,9267,0278,8854,1652,2828,6028,7394,7156,9381,749,358,699,40,56,58,65
MienBac,11-06-2019,92614,78683,19661,48233,12426,59975,96524,43386,58642,05166,5971,1695,7576,4166,6794,2842,0201,6701,4773,8707,848,399,699,57,58,55,52
MienBac,10-06-2019,11797,20477,69109,68686,71613,66267,39589,71706,32732,34389,9206,1318,2887,6366,9020,5820,5759,0239,0310,1139,786,524,268,20,61,82,93
MienBac,09-06-2019,53338,16854,58883,96877,65318,87928,18349,85596,67002,49801,6404,7116,1794,1839,5557,8024,1735,3052,1080,2762,600,483,708,57,33,78,55
MienBac,08-06-2019,81575,81596,73165,33060,25277,71720,15078,42865,30307,58806,4989,4738,0502,4670,1439,5313,9866,1700,0675,8239,102,143,901,58,28,38,78
MienBac,07-06-2019,43073,42110,95748,18110,66924,99921,97753,64345,66289,90215,6140,1050,5296,3341,1797,1167,4480,0593,8869,1720,606,214,468,20,36,86,75
MienBac,06-06-2019,35740,86961,18407,61706,20242,86652,29917,55302,78013,25751,6017,2982,1612,6484,2610,7765,3735,9778,3828,7581,754,517,447,15,67,95,34
MienBac,05-06-2019,85267,01107,03793,34495,42477,89358,66072,13249,67837,13412,7851,2880,5405,9858,1352,1500,7475,8807,4050,1796,738,970,810,60,79,03,81
MienBac,04-06-2019,90686,90200,98553,96604,18568,39551,03652,58061,94951,77389,5020,0323,2796,9909,9156,0916,0862,4506,7437,9642,467,946,895,91,59,97,79
MienBac,03-06-2019,31873,04482,97350,07952,68554,83819,06470,44762,01240,97661,0391,0192,6946,4859,4045,2060,3601,3061,6679,7293,403,830,845,49,27,36,89
MienBac,02-06-2019,99357,57275,70337,97286,74567,96750,40718,95681,72988,25525,7360,4968,9893,2610,6331,1507,1445,3804,4731,6787,145,709,030,04,30,92,73
MienBac,01-06-2019,68191,99702,85539,33753,18372,90180,53229,58582,07434,60098,2132,5066,5508,0200,9042,0580,0001,0485,6934,5086,925,455,954,63,32,23,11
MienBac,31-05-2019,79905,91614,38435,72383,38106,78679,66442,31373,15675,41276,6823,9037,0784,5567,0084,0743,8822,9657,3698,7939,212,827,536,77,09,45,06
MienBac,30-05-2019,47625,24130,57549,85886,08983,13551,35420,13492,77449,60923,4146,4483,1089,5673,2814,6912,3335,3683,9284,3920,776,740,596,56,90,76,16
MienBac,29-05-2019,19146,39201,03424,67397,41744,46873,37721,10967,26257,86737,7136,0695,8730,6993,4407,8675,3601,7633,7265,2937,402,253,030,81,30,48,94
MienBac,28-05-2019,96458,53626,01829,46134,45640,12224,49305,86166,10180,82222,8067,8465,9334,4441,5549,3444,6095,0686,9083,3976,811,504,784,43,72,73,02
MienBac,27-05-2019,09247,13662,64142,59143,14872,72216,58252,40451,93084,57800,7105,8527,2978,5426,1154,1985,9532,1126,5814,1222,887,859,798,79,43,45,69
MienBac,26-05-2019,90064,85688,57208,01582,38169,82509,35688,70502,97068,34555,3075,1292,3925,5490,4097,2054,8677,4047,2922,0614,938,623,809,92,07,12,14
MienBac,25-05-2019,45433,95029,06179,40110,51962,34187,61754,85918,79013,88620,8162,8953,1216,6560,4162,5572,8964,2420,1559,5032,225,818,519,45,36,70,60
MienBac,24-05-2019,71563,34966,82444,88918,19442,42175,33393,61638,48266,99851,0670,4018,8498,9732,1710,5371,2326,7835,0402,7765,271,076,010,52,27,48,33
MienBac,23-05-2019,98583,27637,48674,08303,38452,65186,63608,41365,83456,22594,0336,7253,7392,4643,7746,8169,3831,8581,2202,5244,279,973,445,59,96,38,55
MienBac,22-05-2019,31635,94144,14202,22957,37202,07147,46919,50485,34777,47286,7964,4405,0167,7978,5981,7847,3402,6945,2838,1600,888,094,338,39,99,73,00
MienBac,21-05-2019,04934,10898,08895,01278,17137,01068,97069,71807,48890,43994,7046,3826,0119,5064,5464,4498,9375,9087,1398,7094,378,159,040,37,57,56,29
MienBac,19-05-2019,20112,93858,16996,72107,39550,52015,61595,77482,07613,31996,0225,7577,9976,6368,5144,7703,1841,2886,2487,4869,557,594,385,68,49,44,15
MienBac,18-05-2019,92849,00559,29651,34273,13382,58591,11158,15549,92309,28277,7652,6684,6421,5766,6999,3505,5416,5169,3740,7973,136,761,834,67,19,57,54
MienBac,17-05-2019,10532,89701,62850,33857,78704,82581,44059,37501,81191,16255,1515,1612,6947,2886,1775,7604,9546,7980,4601,3484,035,215,349,00,05,45,54
MienBac,15-05-2019,22819,20823,46041,84326,64735,82655,66476,49302,17047,45587,2938,1239,2553,2370,1355,2398,3873,8551,0408,7133,432,908,213,81,18,33,17
MienBac,14-05-2019,38982,05375,60528,32359,66826,37607,39653,09553,41779,03386,4574,6192,7468,3405,5298,9749,1395,4325,4017,1260,350,418,660,13,93,80,55
MienBac,13-05-2019,75368,37158,80493,16955,97592,51907,19021,07997,53557,72877,7369,2235,9650,7699,2346,6422,4793,7344,8014,2746,347,259,591,59,65,90,75
MienBac,12-05-2019,55886,88930,64361,57913,59974,65877,72267,17766,64757,05955,6416,2257,7256,8077,4068,9923,3342,2980,6080,7315,662,060,707,69,27,05,98
MienBac,11-05-2019,48500,57392,76623,40780,87331,77449,80447,51697,25926,73951,2192,8235,3304,0727,9393,1610,4491,1252,6666,0103,063,932,529,49,62,57,22
MienBac,10-05-2019,95735,32369,92000,14942,47217,37126,80512,98470,77528,03272,1299,9856,3072,1463,4636,6868,7255,9113,8762,6625,342,085,940,71,99,39,79
MienBac,09-05-2019,73052,42339,83545,50151,60411,94981,69304,74427,61572,91268,9868,8439,2376,4968,1143,2644,5479,7574,7254,3959,001,147,793,00,35,66,67
MienBac,08-05-2019,36128,26736,96881,19959,10025,44711,57752,37464,74913,61368,6273,4768,6316,8559,1138,5803,4730,2198,4767,1587,810,681,188,90,89,15,24
MienBac,07-05-2019,74530,97659,92731,72498,69084,07844,77881,96914,51017,03073,9896,5550,1053,6390,9959,5205,9723,2701,9917,0792,838,832,555,49,43,02,66
MienBac,06-05-2019,44642,33245,51731,58918,86510,23429,14671,70334,19863,02608,3563,7723,1189,1960,4567,2004,5356,1643,7779,4850,639,181,737,33,79,93,26
MienBac,05-05-2019,21900,21590,77814,07880,88885,37102,31251,21211,81019,14854,6022,1370,4771,6583,2919,2093,8435,3754,6953,7963,333,374,515,41,17,16,32
MienBac,04-05-2019,63371,61735,93293,66824,42445,51148,51248,25354,54780,03866,2121,3319,6444,2296,0931,6277,9100,6159,9167,1289,343,823,593,25,23,03,60
MienBac,03-05-2019,12050,74867,11837,29582,86838,07814,50022,43043,97176,56876,2363,9089,1324,5319,4885,4422,7144,0583,0174,5654,489,261,200,30,96,70,75
MienBac,02-05-2019,94761,27423,52089,33063,17346,33139,16736,01430,67481,08122,5494,3915,3852,4205,2306,1966,7662,1363,6045,4200,440,074,418,33,49,90,60
MienBac,01-05-2019,34641,56596,81188,95672,13683,44507,57885,99753,72552,85043,3194,7018,6023,5632,6205,2598,5631,4785,1752,7941,520,759,474,93,81,63,54
MienBac,30-04-2019,93006,63474,19372,89850,15658,14514,98848,56985,95486,62682,2956,7500,1273,1345,0039,6205,3869,6027,5590,4003,130,456,698,41,21,38,79
MienBac,29-04-2019,00417,99059,74233,19149,08786,90237,16254,23175,12778,09000,5418,0878,7429,8988,8242,1528,9730,4112,8010,6689,306,045,985,24,99,68,97
MienBac,28-04-2019,61019,08071,36956,43274,19721,97735,34803,78074,14794,62461,0372,7354,8450,3651,0699,1868,8281,7436,7935,2913,118,668,234,80,83,70,02
MienBac,27-04-2019,66029,94740,58069,60284,42218,15942,90074,98098,66531,88293,4080,7365,4190,9778,3003,0742,9202,3960,5242,3212,145,115,398,28,86,26,64
MienBac,26-04-2019,41702,18023,75633,30292,95500,49684,22534,96913,53619,69423,4175,8788,3148,0800,9727,0788,8233,9301,7988,1557,941,607,895,92,51,16,12
MienBac,25-04-2019,44188,53421,45059,72084,17891,27596,77786,01952,14936,22174,4546,7497,9332,7944,5018,6027,9634,6974,2142,0264,879,328,792,76,62,84,80
MienBac,24-04-2019,61229,64831,00868,27719,81881,44597,54140,81218,08382,42866,1063,1175,0196,0033,6405,2895,6775,0923,8548,5912,458,651,973,30,90,52,01
MienBac,23-04-2019,95541,87314,18334,90509,94798,45157,24947,40973,44038,65617,5052,7310,3589,4889,6271,8748,7539,9828,6164,9662,202,027,809,58,96,48,87
MienBac,22-04-2019,78819,34809,11946,98103,74969,49134,50035,37112,09272,64420,4978,9239,1574,5773,9962,1437,4658,4769,5078,8509,141,518,573,59,19,00,78
MienBac,21-04-2019,66103,27160,68035,90974,16919,77595,01238,94869,69102,48123,1026,6369,5971,3693,5829,0982,9569,9232,4006,0339,741,391,001,66,64,30,89
MienBac,20-04-2019,78697,10401,83798,63698,47363,87370,21831,30084,25454,37997,8330,3147,2983,0002,5818,7125,0452,6360,7132,5017,836,131,405,96,66,62,19
MienBac,19-04-2019,73588,12423,59104,75395,06920,28874,45615,73500,33535,97702,4968,0251,4251,4942,6970,0407,8114,8784,3329,3069,992,530,558,08,24,93,55
MienBac,18-04-2019,54399,81519,40486,17385,43886,92649,78506,89920,91700,35527,8096,7461,0106,7351,4311,1637,9863,1686,1203,9123,653,013,296,90,92,12,36
MienBac,17-04-2019,61619,32144,77208,66550,91501,98288,21382,00556,70906,63432,3248,7212,9273,2562,0079,1867,5023,4816,8877,2133,498,524,579,51,16,49,94
MienBac,15-04-2019,57843,22538,43677,44518,92606,95454,04321,38557,81673,14622,1964,6213,1314,0347,2403,7902,4291,5065,4652,7607,272,902,839,24,80,16,81
MienBac,12-04-2019,84308,39159,78310,64382,50889,88095,53787,22594,12468,82918,6370,7531,4911,0207,2188,8952,4351,7119,3980,4038,271,217,096,73,21,05,00
MienBac,11-04-2019,52236,50212,47393,84348,85287,30320,18820,35073,65762,63272,6113,8501,2218,6085,0307,5105,9710,8808,5659,1934,602,745,424,12,01,04,56
MienBac,10-04-2019,05284,67799,64046,29695,18232,75049,91776,64971,03866,60126,0682,8612,9802,9965,2066,4932,3722,9806,2243,1470,413,594,104,52,99,13,36
MienBac,08-04-2019,37110,61647,64872,28185,85265,98046,02097,74307,17403,66045,7617,5402,5377,1693,9499,4650,5471,6154,3210,1800,676,668,264,40,07,52,95
MienBac,07-04-2019,98764,79647,07702,41768,86610,90956,26671,12352,94528,89846,8245,4160,2442,4651,6014,1804,1759,0397,5249,2272,234,031,712,40,00,66,01
MienBac,05-04-2019,91458,40827,42429,96005,07495,72538,02468,71294,66383,16890,2666,8722,1005,5712,2923,3042,6648,4637,0458,7714,880,173,263,27,75,24,91
MienBac,04-04-2019,70084,17245,16096,15869,61663,56702,15845,91722,32683,62286,7898,7209,6976,8146,7127,6706,7476,9531,9500,2091,760,626,664,41,97,79,85
MienBac,03-04-2019,18934,67542,14448,31237,25196,95292,29247,11416,52018,88798,1973,8931,4634,3975,9852,7886,1781,3377,6076,7706,252,788,680,30,29,64,77
MienBac,02-04-2019,71393,78853,36231,08575,76318,83675,99917,96070,67000,63508,5496,2101,2392,7413,6387,2590,3365,8788,3965,6703,985,750,986,08,56,88,14
MienBac,01-04-2019,83620,53556,61108,04197,64435,15828,94161,36243,20885,38847,5349,2960,1510,0596,0816,9952,4627,9183,8122,6682,666,726,462,91,15,55,56
MienBac,31-03-2019,13748,11388,04575,54906,20090,52505,41534,53064,37537,61849,1497,3003,3036,6273,8843,4328,1021,2761,2120,9535,732,254,697,97,15,49,10
MienBac,30-03-2019,64361,22750,51712,65124,74983,03844,62856,44159,51120,03596,4644,8143,8172,3888,4399,5318,8360,5482,4055,8232,495,353,663,36,42,09,99
MienBac,29-03-2019,21642,02102,55220,64771,28216,69762,95624,23630,27277,84984,5257,3349,4682,7428,4212,8946,1731,3399,3339,7363,503,905,100,01,26,92,81
MienBac,28-03-2019,27974,44982,52996,92837,33414,96568,64450,85442,27235,40406,8914,8924,9720,3802,1435,9043,9064,4100,8500,8610,156,480,422,11,85,18,62
MienBac,27-03-2019,63559,66068,83290,77658,61664,91889,25868,61410,85080,02144,7383,8484,0894,5532,2052,1215,5244,1416,3515,3159,971,852,120,36,27,47,77
MienBac,26-03-2019,94499,86607,96465,17648,57899,71843,30838,97765,16716,74046,9587,8069,6591,1882,1728,9984,9535,5352,2240,8010,523,309,233,43,92,95,61
MienBac,25-03-2019,25019,08621,82233,79658,14697,02085,93733,22191,60065,92953,6311,1591,8863,0220,3517,0751,1717,1323,9063,7651,347,498,704,99,86,40,76
MienBac,24-03-2019,86472,34087,23223,46303,27124,01743,05559,18022,77787,34939,7350,6083,3925,5316,8954,0009,4021,9354,7213,7050,009,961,792,13,89,64,22
MienBac,21-03-2019,43185,07303,49568,58668,65443,97464,24322,50874,67075,16672,3720,5302,5434,1653,8898,3490,3670,0704,7019,9615,748,477,009,22,18,71,78
MienBac,20-03-2019,20824,01740,08150,76859,77257,99634,09195,73097,84124,65293,4451,8567,2454,8293,2186,2703,3827,8519,2139,0401,395,841,056,49,27,85,83
MienBac,19-03-2019,39473,88431,31815,38423,64458,89906,03787,27881,94072,71547,5191,5100,9125,0817,8470,8897,3780,7097,7989,1463,754,571,139,32,39,05,47
MienBac,18-03-2019,41334,84633,72738,00524,18777,03831,84391,89767,83971,46277,6034,2275,0216,2821,9548,1032,2492,4431,5680,1932,794,392,508,31,62,72,67
MienBac,17-03-2019,96651,20755,02892,71843,24309,39768,86989,50331,48962,87734,5261,5531,6377,5755,4144,7521,9652,1928,0870,8821,257,627,613,51,94,70,75
MienBac,16-03-2019,26682,37391,69238,41265,99604,33178,15445,02256,77604,72373,3377,3461,4799,2904,3625,2394,6750,3738,5696,3484,190,477,144,39,60,06,04
MienBac,15-03-2019,40771,89617,58685,59275,32664,20626,11516,77826,62332,52831,8898,4520,8452,7809,2505,8217,1282,0789,6687,1288,329,366,771,49,42,99,63
MienBac,14-03-2019,75608,15029,84241,45914,51731,82275,32352,85935,23665,55488,1313,0778,1841,0318,6478,3634,2034,2154,9843,1243,758,605,254,73,28,31,82
MienBac,13-03-2019,55062,46864,99515,58103,40021,41259,37709,33470,87782,19037,2645,6014,9872,1777,0612,4161,4925,3552,0746,3784,881,272,227,40,49,59,44
MienBac,12-03-2019,37899,94673,64543,91378,34907,75294,01032,77216,76283,91196,9474,8242,7943,3986,7951,4917,7412,4149,0687,6865,978,800,652,03,08,63,34
MienBac,11-03-2019,97291,82885,56554,02384,95838,16643,07036,29828,00068,11762,4223,2815,9363,3426,9911,6428,2526,0658,4305,3813,079,794,125,72,23,05,38
MienBac,10-03-2019,74359,76419,44101,91993,86814,15579,14774,67025,52695,36608,4737,9897,6018,2310,0033,4518,4652,9490,2301,0141,439,273,579,68,87,94,97
MienBac,09-03-2019,06000,97910,20605,34406,93826,62308,26644,26006,29214,96463,3468,7939,9524,3551,9799,7882,7085,2957,8675,7737,513,422,652,37,94,70,28
MienBac,08-03-2019,09702,74663,30758,57111,60274,12435,44317,58246,36118,28338,9640,4549,9223,4480,1521,3033,9929,5481,7287,9320,738,184,948,02,01,42,93
MienBac,07-03-2019,72672,51065,94630,19339,09464,27815,51563,52691,76989,64292,6579,9030,9424,8380,2007,1026,9874,1133,5720,3016,956,781,069,36,30,85,70
MienBac,06-03-2019,87807,58780,06321,91122,61013,46507,88781,76413,11509,24699,1703,3912,0178,5627,7971,9608,9597,4940,6355,5636,120,537,783,83,16,84,56
MienBac,05-03-2019,02286,76770,06825,25300,25542,92585,97675,58694,96914,89230,9993,0312,5612,2702,4057,1972,0159,0890,1525,9043,005,909,407,15,39,93,32
MienBac,04-03-2019,11155,45805,35883,89943,22693,98695,74276,13292,15513,75857,6865,9458,9011,9882,1490,2330,7550,5589,4495,8524,699,510,099,33,04,38,60
MienBac,03-03-2019,58310,10624,71432,78957,64222,10693,68066,57965,58045,63636,0614,4310,1170,7093,5582,0033,2199,7874,9282,8442,834,082,688,12,89,92,06
MienBac,02-03-2019,62505,20787,11294,83741,62547,12413,25832,44103,16115,49454,5557,8190,9584,0213,6248,2940,3251,5435,2932,3665,386,147,621,87,10,52,88
MienBac,01-03-2019,71310,06742,81282,12686,90776,11668,62008,61053,94032,13083,6324,6901,4272,0373,3731,9847,5459,8464,3197,0691,531,492,827,32,11,67,76
MienBac,28-02-2019,61214,96589,05378,39524,44679,92716,35241,04331,79251,13630,3161,5188,9617,0660,9011,5200,5087,6128,2427,2478,169,178,951,08,17,26,63
MienBac,27-02-2019,68716,21136,57803,50551,18492,11613,87193,15708,17500,08663,4254,9079,7726,9558,8099,1437,6832,3899,3492,5039,160,626,587,28,57,64,94
MienBac,26-02-2019,17948,56052,07854,72825,47349,79435,09013,01083,12595,12432,2292,6414,0880,9850,6065,0869,2696,5726,4301,1244,354,960,277,16,14,73,89
MienBac,25-02-2019,37168,14350,38457,72236,36329,73301,49104,39953,71619,49805,3513,8867,0686,4710,7879,4150,8523,5791,3708,9545,722,699,314,38,65,56,81
MienBac,24-02-2019,55232,39106,42934,66588,19492,12679,40369,16164,64181,42536,5253,7221,3569,9949,9218,9615,6384,9774,0667,9256,053,151,027,04,34,07,17
