"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
QuangTri,2018/04/19,018189,65284,08392,78645,85128,75952,12644,04517,77435,83886,65294,60085,5893,6414,9305,3706,794,88
QuangTri,2018/04/12,348708,04085,93406,22292,14121,35810,65117,19127,16934,99212,54974,18708,7874,5071,7673,6411,810,34
QuangTri,2018/04/05,733037,23908,54320,31446,28619,35030,64082,05666,41642,60096,56171,57819,1718,9898,5833,2479,109,14
QuangTri,2018/03/29,423462,84876,58008,82615,07487,67892,10156,28537,75937,52359,24943,27463,9735,5877,0619,6703,927,26
QuangTri,2018/03/22,249680,45861,95855,29518,21979,75186,18417,58797,42700,08266,56022,86248,7030,0966,0867,7621,458,88
QuangTri,2018/03/15,280820,40001,61442,61598,35287,70856,58121,25054,01068,78931,26475,29334,2812,0147,4757,9332,697,08
QuangTri,2018/03/08,580292,62171,46487,79591,65179,02409,91713,61506,77531,56971,36083,97587,0402,4135,6050,8885,828,11
QuangTri,2018/03/01,862765,97864,49960,69746,56442,40051,96910,49882,35171,82768,78878,86382,7300,9254,6408,9495,839,22
QuangTri,2018/02/22,939882,66623,58220,59424,50932,32709,31971,02804,79861,70549,00897,90296,7736,1940,6400,0160,476,83
QuangTri,2018/02/15,542849,96290,12951,35425,96881,78792,51292,47706,33236,32117,28741,45451,1249,4272,9330,4593,986,43
QuangTri,2018/02/08,576171,38141,27547,19041,08305,06117,70500,41111,88541,39796,48172,54013,6320,8060,7094,4360,461,19
QuangTri,2018/02/01,884210,91718,13323,42867,49935,46934,98596,21555,65599,79985,69552,05289,4546,9923,5335,7229,901,10
QuangTri,2018/01/25,166988,27534,89795,55772,57116,17989,99395,82022,19794,48727,10074,72886,1096,8813,2201,1585,283,01
QuangTri,2018/01/18,717522,07232,18960,46894,81597,01830,49297,28127,31116,46364,44518,23605,0168,2693,9627,8257,810,84
QuangTri,2018/01/11,188861,22033,01637,85784,01773,13240,62391,16304,38457,32368,27412,75465,6878,4550,6484,7604,926,90
QuangTri,2018/01/04,843493,63546,49224,51950,92381,11956,54697,81676,57620,58900,74229,74137,4273,4323,1759,0038,467,17
QuangTri,2017/12/28,343161,64175,79527,08360,53419,01628,13620,74748,41490,31185,24288,61340,9523,2768,4058,3610,578,96
QuangTri,2017/12/21,312863,96340,34336,54960,97755,52725,71976,16980,01652,43700,96349,65003,7918,0680,2390,6398,949,84
QuangTri,2017/12/14,750032,60372,24513,45592,07276,51278,76025,31741,11921,81450,53101,52798,0804,3495,3222,6648,872,74
QuangTri,2017/12/07,505728,02045,83921,27283,96047,62429,72214,89743,00681,04640,53966,76529,1441,9867,1351,9805,514,48
QuangTri,2017/11/30,167307,41705,88274,75212,28039,57746,83590,79050,20149,85687,80803,42520,0555,0359,3151,3712,798,52
QuangTri,2017/11/23,976769,97045,31832,43258,82677,23678,72635,14856,56903,46799,83305,53170,4458,1619,3013,1833,481,19
QuangTri,2017/11/16,548369,04868,85001,97737,59115,53286,98426,20268,20300,30543,63409,00232,8669,8333,0359,8923,156,58
QuangTri,2017/11/09,381106,63906,68688,95108,30115,59453,33664,43311,28699,16296,25700,77597,5522,0273,5423,1273,534,40
QuangTri,2017/11/02,834694,33365,46648,66199,60924,41019,00313,18764,75953,79107,26894,25927,8572,6030,6333,3536,260,53
QuangTri,2017/10/26,254624,10131,51615,33124,81950,10380,12382,60315,89327,26713,78313,11862,2251,3644,2370,3719,002,26
QuangTri,2017/10/19,054460,73804,10268,41091,86611,76436,37986,12737,16696,25461,00733,28954,9053,7450,5066,2714,499,17
QuangTri,2017/10/12,945267,09358,29654,30743,85077,42042,62931,33063,85736,52593,83380,59948,8765,8595,4483,9641,321,53
QuangTri,2017/10/05,936340,82307,33773,21698,28715,52877,84125,71128,05940,59427,28488,57270,9606,5019,6027,7146,516,26
QuangTri,2017/09/28,033743,58663,52698,53800,20054,54872,09737,39697,40465,51662,40549,19773,6496,8634,4968,9843,207,19
QuangTri,2017/09/21,280854,73962,72991,34147,76722,36741,76596,40259,24205,06758,38758,44877,5815,4602,8081,3471,023,08
QuangTri,2017/09/14,776396,21004,53194,58871,48121,02001,26033,47418,77770,37785,13767,24973,9509,5904,6525,4056,775,00
QuangTri,2017/09/07,809128,55891,20010,10810,02429,80805,63736,19572,65506,31467,69259,08477,5193,0534,9550,3268,695,53
QuangTri,2017/08/31,329026,81799,35855,68841,95032,27637,68657,28066,90400,77266,32773,20425,3079,7400,7834,8708,328,89
QuangTri,2017/08/24,950211,26416,81179,48433,36395,58037,37848,21065,71318,73061,22015,97064,4999,7152,7544,1638,666,79
QuangTri,2017/08/17,971117,41936,88000,47319,37005,70542,65287,59721,95782,74682,51807,78048,5538,6531,5765,8551,927,64
QuangTri,2017/08/10,300292,70883,26644,02113,85107,49658,13641,22409,24804,67250,35694,25096,3683,1748,2836,6843,897,32
QuangTri,2017/08/03,650752,24610,20060,97062,20511,37435,79462,95353,65333,02251,75088,77181,2776,7121,5103,3952,418,67
QuangTri,2017/07/27,272365,69132,01486,52203,77167,53669,01917,00340,11401,21806,83015,45246,6611,6874,6702,2478,042,45
QuangTri,2017/07/20,616019,92842,03049,71576,11912,00337,33246,88347,15609,32563,29564,19303,5530,8824,9841,3829,222,20
QuangTri,2017/07/13,344518,53757,30128,91838,53518,17114,25608,90734,13214,77078,63562,92573,3052,3505,6118,7493,654,86
QuangTri,2017/07/06,603092,83656,72611,47521,10833,22080,48974,45800,96882,63096,55922,11277,3594,4847,1961,7048,827,98
QuangTri,2017/06/29,793464,29831,98599,52208,76436,23683,20374,45553,37618,98439,67822,73161,7662,0661,2391,3428,770,06
QuangTri,2017/06/22,241474,62958,91299,95200,74425,21153,68300,26502,34413,28181,93958,28849,7474,7368,1590,4164,867,14
QuangTri,2017/06/15,123979,41814,68733,50615,77101,05944,13235,83696,22244,24281,63613,80726,7797,0287,5217,3581,956,20
QuangTri,2017/06/08,201587,62403,17124,78407,50223,59784,94625,48593,29604,51198,84839,50663,1318,6895,9029,7268,347,47
QuangTri,2017/06/01,077977,64545,54725,08668,16217,88492,19887,52799,30317,07478,21158,49669,6409,4498,8614,1557,029,89
QuangTri,2017/05/25,342438,41357,33298,50447,16800,55518,06248,36321,23675,96410,90277,23115,9286,8912,1742,2986,854,40
QuangTri,2017/05/18,454276,23245,83463,06522,82290,45238,31218,87765,55278,11843,77124,37989,3045,9083,6672,6701,774,89
QuangTri,2017/05/11,335756,53404,85894,65395,28487,88966,38331,85515,48844,21806,49724,09102,8133,1922,3348,9546,469,70
QuangTri,2017/05/04,062974,39032,35098,33090,07034,80322,88216,88912,45201,06159,17545,17320,8964,9256,1510,8480,458,85
QuangTri,2017/04/27,588171,37873,64225,94580,47035,85764,15243,00740,26303,82238,62344,46423,9352,7896,3192,7879,915,47
QuangTri,2017/04/20,554190,63045,27056,99309,60473,59770,40671,75712,84836,49999,52947,28321,0152,7593,7927,6775,567,73
QuangTri,2017/04/13,820800,26781,09183,06010,19889,71266,97799,71705,84349,70622,02824,07822,2449,0653,3850,8767,985,48
QuangTri,2017/04/06,617622,53465,75222,64549,32791,71406,03011,99432,67618,82237,83290,25749,7070,7657,3908,7347,131,86
QuangTri,2017/03/30,87490,52751,00684,38767,89231,12108,66791,38765,49635,55026,65276,70819,1422,8689,2014,5904,205,51
QuangTri,2017/03/23,85310,78947,39199,27252,22386,57123,65712,31467,07676,64871,13257,41465,0691,3593,2635,6066,917,36
QuangTri,2017/03/09,46661,90802,64229,81887,90108,38071,56828,79687,19650,15407,26487,27536,4871,6279,6592,8373,509,38
QuangTri,2017/03/02,37562,75926,42409,92719,78796,58292,85586,53434,52086,65219,96013,71802,9718,6157,6392,4677,789,74
QuangTri,2017/02/23,02256,87725,87368,26119,40732,52280,01713,72494,33479,14100,81972,10196,9345,9892,6711,1296,331,93
QuangTri,2017/02/16,03734,01105,06748,25913,82319,26467,02810,88253,59943,19935,54920,46745,4219,8172,4939,9177,154,14
QuangTri,2017/02/09,48991,10898,00998,06397,38318,44070,95992,94846,43136,35811,05351,99369,9157,0899,1373,2112,792,05
QuangTri,2017/02/02,79412,05227,52093,50848,11455,83253,64499,39743,55661,36075,32701,53144,1119,0002,0124,4140,378,47
QuangTri,2017/01/26,90306,54287,15086,16520,47187,02750,01684,84665,51051,08425,32334,80460,9123,1957,8872,2419,064,08
QuangTri,2017/01/19,08373,95070,55819,90059,32634,27436,01245,45882,27355,85740,91843,52137,0469,6920,1634,9727,411,15
QuangTri,2017/01/12,31984,43459,93751,20767,42554,81662,30455,81644,52626,23734,76417,77287,0464,4040,3931,6757,945,34
QuangTri,2017/01/05,54144,75583,54232,32658,32245,83112,21932,76013,99536,56336,59369,18348,8524,5232,4644,0042,606,87
QuangTri,2016/12/22,44903,59236,50125,13090,69656,03476,48124,28931,71193,49538,01809,96211,0683,9180,7246,5093,029,60
QuangTri,2016/12/15,21131,33162,33816,33031,09569,35064,58266,76538,44386,99929,51105,86001,4995,3596,3153,5387,013,31
QuangTri,2016/12/08,12419,02509,56149,17556,56169,02524,92847,92957,51507,17314,14911,75178,1682,4155,4658,2365,039,11
QuangTri,2016/11/24,14947,91323,83548,65824,79494,59680,07265,51056,28604,79983,30179,12510,8045,0327,5050,3408,705,66
QuangTri,2016/11/17,05784,27741,21857,40656,16189,29785,60252,61212,46521,42197,91622,07629,7924,8966,7271,8307,656,36
QuangTri,2016/11/10,83422,14933,75610,59462,24272,23090,26536,86416,82997,13662,69295,44756,2069,2340,4385,6436,962,89
QuangTri,2016/11/03,48594,80400,16056,31011,25425,35107,08590,76487,23395,09916,28697,81975,1647,2790,8872,9617,284,66
QuangTri,2016/10/27,67020,39118,63465,70457,59089,10597,31380,06060,80376,04744,22419,68637,5162,8983,0214,7041,831,48
QuangTri,2016/10/20,12734,17794,06259,06090,64242,89112,38180,42169,20982,84653,47666,93379,1385,1027,6381,2327,371,49
QuangTri,2016/10/13,06179,05675,68158,41120,75481,61917,77296,90993,61993,51747,31462,66451,6972,3804,2736,3448,155,22
QuangTri,2016/10/06,82931,68631,49862,35951,83116,28134,25832,42671,10932,42093,08471,21152,1992,3549,9479,1497,340,90
QuangTri,2016/09/29,92323,76177,83482,20622,92776,40228,49155,53628,98668,31618,45162,24033,3295,7401,9358,9458,165,36
QuangTri,2016/09/22,02818,71035,42895,48655,49340,52785,45612,45192,81091,90766,26093,81288,7969,2019,0655,7808,215,60
QuangTri,2016/09/15,94278,97305,64681,42344,88046,59983,91377,33279,70497,69239,08866,78929,8103,9317,4486,2718,886,30
QuangTri,2016/09/08,51221,90747,90378,11088,54320,96665,57334,94632,22987,68218,91464,60147,9444,9564,1347,5582,314,36
QuangTri,2016/09/01,87856,36223,24431,01295,61516,91657,81803,66619,54599,80160,44346,52750,4484,1046,0395,3566,560,32
QuangTri,2016/08/25,51327,67737,39387,21880,02225,12757,66594,43116,50460,10388,06306,04734,2108,2389,7717,1997,266,54
QuangTri,2016/08/18,91306,77053,16083,80383,52814,42829,25083,11649,36861,74031,91451,22657,7911,8308,8156,9287,301,37
QuangTri,2016/08/11,73492,24587,71399,68008,13675,61127,55263,12870,63733,67890,11320,85551,9064,3258,9087,6721,286,95
QuangTri,2016/08/04,93340,16745,38348,11504,62097,48402,21890,63452,59785,03706,78222,56115,1487,9913,0897,7839,596,21
QuangTri,2016/07/28,47773,11739,35876,79705,87902,44080,16959,79074,30029,64101,65155,26307,5861,0009,9705,6482,314,44
QuangTri,2016/07/21,12581,90503,57719,63599,32709,18937,43291,18524,25635,05712,95200,98982,0614,1330,9968,2610,109,98
QuangTri,2016/07/14,35768,86824,06748,92707,67873,87911,11042,14792,02352,09593,28005,49330,2093,0694,4022,6701,078,43
QuangTri,2016/07/07,28723,47369,89080,30549,62871,69544,53718,77261,15273,52972,25406,07143,7432,5091,4570,5320,853,75
QuangTri,2016/06/30,50315,44697,33462,62456,05894,04137,71777,86752,81443,57469,89522,72622,3591,3060,6855,3346,380,24
QuangTri,2016/06/23,14791,44464,30982,60428,54776,02850,29741,08682,21724,93079,55907,93482,3281,5064,3901,5869,960,49
QuangTri,2016/06/16,73230,77737,58938,80642,32208,44023,89768,35670,38458,65025,31229,02611,0231,3124,2899,1122,091,16
QuangTri,2016/06/09,73727,39984,32606,65755,05876,84998,09405,97343,12097,87777,53793,06602,2438,3373,5744,4889,482,50
QuangTri,2016/06/02,35044,24513,79766,74679,57521,69326,23962,64016,18889,20194,58929,47528,1525,4108,9599,4803,850,42
QuangTri,2016/05/26,79341,87707,26803,50892,44616,57664,03699,60926,66967,00885,60335,70191,7517,5254,4777,6503,935,05
QuangTri,2016/05/19,43825,00460,25066,37724,79485,32613,85794,22464,01172,88656,52714,09776,6376,1377,1935,7739,567,70
QuangTri,2016/05/12,43099,80648,68386,06471,36723,38758,08926,45077,30640,92048,12381,31488,0120,3571,6787,2580,675,65
QuangTri,2016/05/05,60759,26051,07590,14041,48429,39156,42150,47092,28100,44064,25844,57306,9326,4790,6980,8767,759,25
QuangTri,2016/04/28,32375,46680,00502,49660,85500,99885,73127,24351,36635,08070,40780,54786,2544,8688,7911,3585,547,95
QuangTri,2016/04/21,81488,30200,77783,62212,28229,66523,01656,91191,88859,35137,35515,61936,0065,1032,9069,0653,716,43
QuangTri,2016/04/14,20853,11413,24719,95883,45182,82576,73931,26914,61290,46698,47356,80364,1801,7816,0639,5120,654,88
QuangTri,2016/03/31,850230,50274,99817,33827,62993,75081,04490,86771,90015,45365,93418,30579,1503,4338,2558,8351,091,69
QuangTri,2016/03/24,964114,08666,16300,83700,77742,04284,32058,33463,77163,78877,58202,82093,5398,5377,1453,4849,423,66
QuangTri,2016/03/17,591251,96261,98967,11748,72248,79253,45071,45564,77536,91002,57364,74927,4220,3322,5000,3249,359,52
QuangTri,2016/03/10,265779,81978,38468,51014,03601,07517,36745,66752,70571,25305,04504,53934,4151,7413,8284,7272,217,46
QuangTri,2016/03/03,588041,31177,99634,01506,54806,82723,16659,92905,85351,20506,95601,11768,6028,6342,2913,4913,003,31
QuangTri,2016/02/25,928853,38810,41668,66463,58221,05600,82963,81809,11282,27484,20049,76959,3917,5066,5033,2248,677,39
QuangTri,2016/02/18,304667,77293,81496,19497,33068,27395,76956,66106,79344,79067,71384,89135,3279,6375,9741,7273,515,95
QuangTri,2016/02/11,605952,35645,95830,33150,41786,06820,80709,75428,71162,92023,81579,70294,7182,7928,0992,2789,430,75
QuangTri,2016/02/04,826922,12897,78560,95095,81104,24933,09668,11587,82622,18417,94949,10088,2532,5933,9280,6470,588,45
QuangTri,2016/01/28,874926,05398,68259,03816,94285,13220,28185,71215,68997,27890,04340,97334,3572,9141,5353,3547,729,23
QuangTri,2016/01/21,167528,34683,68770,22962,86194,77669,67825,69956,71544,92055,98829,84272,7157,2362,0972,5310,891,35
QuangTri,2016/01/14,441322,29051,59680,34822,60732,70438,77249,91962,00722,82285,42722,40212,7533,4410,2841,4444,809,61
QuangTri,2016/01/07,157192,38534,65268,02326,28878,51415,68943,06804,81333,63566,87139,05167,2387,3813,3946,9692,711,56
QuangTri,2015/12/24,237241,00438,35795,67876,50749,95180,36025,96257,84423,54473,18772,54391,6197,2013,7201,7268,125,73
QuangTri,2015/12/17,303432,70679,81323,57676,29653,85165,42622,88993,32808,91389,20763,68734,9026,5528,0282,2361,412,69
QuangTri,2015/12/10,466288,48134,12928,43822,03114,64745,76920,42101,56156,81143,17438,25692,2729,2526,0064,2544,688,43
QuangTri,2015/12/03,081703,66033,48244,27486,95004,17906,87933,28220,53754,67884,21205,85455,9958,8639,6749,4579,932,07
QuangTri,2015/11/26,680519,98913,72914,34667,57721,38461,62860,03598,04496,83130,32844,52181,5215,5303,7749,6917,256,45
QuangTri,2015/11/19,134220,21443,93671,44196,47021,65254,95141,30686,00606,97060,28974,72402,4965,1181,3334,5194,930,71
QuangTri,2015/11/12,017800,94528,22817,11141,24031,04024,20833,37134,18890,05450,60824,06807,9725,4885,6923,8531,212,47
QuangTri,2015/11/05,34690,19281,09636,77295,49672,58791,79713,43273,72632,78321,01696,82426,3506,2687,7203,4895,119,36
QuangTri,2015/10/29,82935,51294,86579,16547,85045,52859,63323,25141,67222,39560,54576,25542,5770,8986,8022,9939,357,62
QuangTri,2015/10/22,41980,75673,95003,86510,89572,26097,56996,78882,05424,02683,00893,25710,8394,2005,0428,6149,249,77
QuangTri,2015/10/15,07542,04567,96148,88624,23243,67335,54719,80059,55335,43273,06963,98651,9633,8986,6461,3661,707,05
QuangTri,2015/10/08,92761,04146,60280,27387,71049,41571,84685,96027,70446,33222,33271,76736,9881,1331,9952,2282,026,45
QuangTri,2015/10/01,88052,12790,22291,92493,43727,47257,09209,30061,30062,96326,01928,27388,3080,1022,1539,4742,456,88
QuangTri,2015/09/24,67694,76164,45374,97421,22550,47097,02177,58872,03786,26915,35101,45949,6847,0299,7564,6349,225,10
QuangTri,2015/09/17,67663,26541,83634,11138,43628,06637,96674,52945,63487,60215,93508,16548,7032,0922,9318,9828,939,96
QuangTri,2015/09/10,40422,63466,47097,16051,36781,94045,49223,17873,25113,34030,01208,12702,8456,9186,0200,3353,597,18
QuangTri,2015/09/03,45695,41452,82927,14885,89063,64351,12643,32165,20719,81655,90091,69974,3341,7302,7686,1458,026,02
QuangTri,2015/08/27,30936,66665,64233,91288,54301,79110,24182,15403,56929,99821,50602,50847,9226,9171,5530,7278,322,32
QuangTri,2015/08/20,27464,34828,96795,55817,36633,14499,48403,66783,44082,85504,56269,59905,0670,9781,2867,9408,055,73
QuangTri,2015/08/13,39822,02317,48148,66515,83678,54265,03780,55818,76977,15593,60987,50718,5691,6973,9472,5266,712,42
QuangTri,2015/08/06,95909,70918,20045,92255,47017,82638,92071,69909,19025,64924,30003,24348,4127,4179,0004,4691,064,78
QuangTri,2015/07/30,42553,28637,50358,90791,97351,14096,74763,89832,69883,79640,76500,43289,9027,0614,9338,9161,115,28
QuangTri,2015/07/23,13244,67821,95897,52386,26480,91048,81666,25133,00318,59843,25734,19278,7678,9953,4228,2097,231,37
QuangTri,2015/07/16,91021,96798,94994,94939,06600,93230,51758,68575,31819,05464,74781,17840,6259,5920,3519,2419,188,51
QuangTri,2015/07/09,67548,55657,86947,01744,24751,88659,96266,40819,84380,35355,28735,55769,1669,9066,3344,5439,509,22
QuangTri,2015/07/02,11742,56453,69293,81270,33429,87414,47314,50551,03720,72234,74536,50072,7925,6129,0037,2625,823,95
QuangTri,2015/06/25,23227,20303,63598,18107,22225,26278,63832,12560,93172,57575,56432,24723,8362,0797,5155,4451,320,25
QuangTri,2015/06/18,76665,12201,04946,58251,61202,97267,60310,41089,32261,95320,98166,19964,6631,7199,0110,0582,193,13
QuangTri,2015/06/11,89429,98822,35961,08119,79776,94111,44274,57775,69702,02670,14257,23918,6642,4248,9607,4137,510,42
QuangTri,2015/06/04,24933,67649,88968,37959,75706,67235,47906,34605,56954,19129,50019,17458,3592,4093,0836,1092,269,62
QuangTri,2015/05/28,75515,25776,63786,24240,11041,15583,19273,89410,37512,83903,94437,90697,5782,8161,0918,8328,276,86
QuangTri,2015/05/21,98699,23412,45686,57385,68653,80748,49651,24255,72921,72766,76384,73545,0715,0412,9678,2768,397,75
QuangTri,2015/05/14,10555,98846,51064,82561,27145,50990,35332,94266,63603,39599,62681,21000,5721,4559,3783,5930,489,99
QuangTri,2015/05/07,85859,08918,16296,09896,25149,57535,48843,89565,02060,98088,55837,77642,2318,1430,1247,1906,461,85
QuangTri,2015/04/30,15687,66027,92948,55362,61033,54015,89824,83492,63162,19684,61100,64475,5428,9960,4223,2788,869,24
QuangTri,2015/04/23,52292,87486,08296,11156,68456,09690,19203,09754,28474,25379,33171,74826,6289,7232,6438,6593,114,72
